gene_name	pglobal_cv	qglobal_cv
BBS12	0.0167649690323122	0.999931669548502
ADAMTS9	0.0173799079534057	0.999931669548502
CYP4B1	0.0173955472706526	0.999931669548502
DNAJC24	0.0174128233990201	0.999931669548502
TTLL7	0.0177048050567279	0.999931669548502
PTEN	0.018012075684082	0.999931669548502
OR13C4	0.0183763710573818	0.999931669548502
CCDC60	0.0183801436408374	0.999931669548502
CAMSAP3	0.0187433531942963	0.999931669548502
FBXO48	0.0188995315170898	0.999931669548502
WDCP	0.0191168306694347	0.999931669548502
MPND	0.0193612214143116	0.999931669548502
ATM	0.0194146863641322	0.999931669548502
ZXDA	0.02042568140789	0.999931669548502
MOSMO	0.0209005630591894	0.999931669548502
COX19	0.0214381209266673	0.999931669548502
NTF4	0.0223493925103498	0.999931669548502
INHA	0.0225070302340075	0.999931669548502
GGN	0.0226698022396821	0.999931669548502
AQP12B	0.0233157931409843	0.999931669548502
BCL9L	0.0234437800326286	0.999931669548502
GRM1	0.0245328204232892	0.999931669548502
SETSIP	0.0247591000990125	0.999931669548502
ZNF835	0.0251373316245187	0.999931669548502
TECRL	0.0261363333962423	0.999931669548502
LYPD2	0.0263542600873916	0.999931669548502
ATP6V1C2	0.0266645012629568	0.999931669548502
NDUFA6	0.0267343883990661	0.999931669548502
PABPC5	0.0268878939998866	0.999931669548502
DNAJC12	0.0270494129204046	0.999931669548502
KPRP	0.0271587219813266	0.999931669548502
CYLC2	0.0273940807273365	0.999931669548502
ZNF573	0.0276874366080807	0.999931669548502
MRPL17	0.0277933396819436	0.999931669548502
HBZ	0.0280542411655162	0.999931669548502
PHLDA2	0.0281982741134452	0.999931669548502
TEX43	0.0283968244510983	0.999931669548502
HAVCR1	0.0285153966730691	0.999931669548502
MAGEB6	0.0287738636185231	0.999931669548502
ERICH4	0.0289418997403784	0.999931669548502
DYNLT2B	0.0292562846460205	0.999931669548502
HTR1F	0.0293661514883231	0.999931669548502
ERCC6	0.0294686459417766	0.999931669548502
DCHS2	0.0294967033951709	0.999931669548502
TRIM77	0.0296177361847052	0.999931669548502
C12orf40	0.0297923620873808	0.999931669548502
SAXO2	0.0305196182528287	0.999931669548502
FAM20A	0.0306719667670545	0.999931669548502
MUC22	0.0311762217920313	0.999931669548502
JDP2	0.0313547155551365	0.999931669548502
SRGN	0.0316077836272912	0.999931669548502
RXFP3	0.032040358897006	0.999931669548502
DGKB	0.032128246274727	0.999931669548502
ARL2BP	0.032295638670738	0.999931669548502
FAM81B	0.0329107529911915	0.999931669548502
MYL12B	0.0336243846049538	0.999931669548502
FTHL17	0.0339759430805129	0.999931669548502
YRDC	0.0341968741327451	0.999931669548502
MIOX	0.0342569001762475	0.999931669548502
HSPB8	0.0346850290128224	0.999931669548502
TEX50	0.0347225673493783	0.999931669548502
PCNX1	0.0347513285508524	0.999931669548502
LTO1	0.0347839395916838	0.999931669548502
SFT2D3	0.0350276639507536	0.999931669548502
AXDND1	0.035138433431141	0.999931669548502
TP53INP2	0.0353324704755633	0.999931669548502
A1CF	0.0355711418261581	0.999931669548502
CBX5	0.0355949967702065	0.999931669548502
CCDC168	0.0357309599886663	0.999931669548502
ZBTB7A	0.0357891984714122	0.999931669548502
DHFR2	0.0358184571402399	0.999931669548502
TCF20	0.0370727460676432	0.999931669548502
MBL2	0.037427995963772	0.999931669548502
ATP8B1	0.0375156253201213	0.999931669548502
HSD17B3	0.037879415667446	0.999931669548502
GALR3	0.0379582784438022	0.999931669548502
SHCBP1L	0.0380409068337011	0.999931669548502
MARCHF2	0.0381093812304847	0.999931669548502
OVCA2	0.0387217745800269	0.999931669548502
OR2AK2	0.0390203337042526	0.999931669548502
ACVR1B	0.039400429412968	0.999931669548502
NDFIP1	0.0394991339272232	0.999931669548502
C1orf35	0.039528514936811	0.999931669548502
ZDBF2	0.039707924530587	0.999931669548502
A3GALT2	0.0397084495057801	0.999931669548502
ARL10	0.0397808722643581	0.999931669548502
MS4A3	0.0398219712813905	0.999931669548502
PLAG1	0.0398449559245621	0.999931669548502
MAP3K4	0.0398496044160512	0.999931669548502
ZNF98	0.0400105971961658	0.999931669548502
ABO	0.0402636484784823	0.999931669548502
GJD3	0.0404980835546215	0.999931669548502
KRT23	0.0405398572456934	0.999931669548502
TRH	0.0406988229572264	0.999931669548502
DERL3	0.0407408066174227	0.999931669548502
COLEC12	0.041074368581201	0.999931669548502
CDH5	0.0412166274737745	0.999931669548502
CCDC107	0.0413461809540779	0.999931669548502
RHNO1	0.0413674286177903	0.999931669548502
UNC5C	0.0414150004389422	0.999931669548502
TOGARAM1	0.0414232821634737	0.999931669548502
COQ4	0.041497969238716	0.999931669548502
CD40	0.0421866662413162	0.999931669548502
OVOL1	0.0422600445816217	0.999931669548502
DNAJB7	0.0426779997486545	0.999931669548502
SFTPA1	0.0429037774613251	0.999931669548502
ARID2	0.0429671139987551	0.999931669548502
ESX1	0.0432680643522565	0.999931669548502
CR1L	0.043595619921275	0.999931669548502
RRP15	0.0436095431108082	0.999931669548502
SPHK1	0.0436500122580562	0.999931669548502
PRNP	0.0436642755163293	0.999931669548502
SBSN	0.043760035327969	0.999931669548502
WDR87	0.0439098598541353	0.999931669548502
AQP11	0.0439738993348963	0.999931669548502
HEMGN	0.043991242934118	0.999931669548502
MRM3	0.0441729212769519	0.999931669548502
IFNAR2	0.0445016889016285	0.999931669548502
RPL5	0.044704365811968	0.999931669548502
TMEM106B	0.044859409630072	0.999931669548502
YBX3	0.0451443369117562	0.999931669548502
GLOD4	0.0452571053313137	0.999931669548502
ZMIZ1	0.0453633518276766	0.999931669548502
LRRC63	0.0454130434656336	0.999931669548502
OR5D18	0.0454255006406339	0.999931669548502
IGSF9B	0.0455580133180421	0.999931669548502
PRPF40A	0.0456972236769832	0.999931669548502
EZHIP	0.0462011797693259	0.999931669548502
SLC39A11	0.0463896798442203	0.999931669548502
CRELD2	0.0465280943152603	0.999931669548502
HNRNPDL	0.0469254318633525	0.999931669548502
PARP16	0.0469840658659742	0.999931669548502
CLPP	0.0470449537960112	0.999931669548502
FER1L6	0.0471506936075833	0.999931669548502
MYBBP1A	0.047523236079388	0.999931669548502
LRIG1	0.0475757199126758	0.999931669548502
TERF2	0.0477866557083655	0.999931669548502
PATL2	0.0478862343313877	0.999931669548502
FSIP2	0.0478928917289074	0.999931669548502
MCIDAS	0.0479147583360995	0.999931669548502
C11orf54	0.0479942506087796	0.999931669548502
NAAA	0.0480015990977554	0.999931669548502
KLHL23	0.0484429835966969	0.999931669548502
EVL	0.048461730434321	0.999931669548502
KLF17	0.0485376558646558	0.999931669548502
RELN	0.0487552954919217	0.999931669548502
HS2ST1	0.0488267988939307	0.999931669548502
PTPRN2	0.0489731111173184	0.999931669548502
MC5R	0.0490523286215343	0.999931669548502
TAS2R3	0.0491438790660911	0.999931669548502
STRN3	0.0491783987090121	0.999931669548502
MACROH2A2	0.0492163303507841	0.999931669548502
NUDCD3	0.049793999123546	0.999931669548502
NMNAT3	0.0498336577081536	0.999931669548502
PHKG1	0.0499020661899399	0.999931669548502
